Time(ms),Device Name,Device Id,Position X(m),Position Y(m),Position Z(m),
7000.000000,MOBILE_STATION_7,7,27.000000,214.000000,0.000000,
7000.000000,MOBILE_STATION_8,8,50.000000,272.000000,0.000000,
7000.000000,MOBILE_STATION_9,9,111.000000,255.000000,0.000000,
7000.000000,MOBILE_STATION_10,10,152.000000,154.000000,0.000000,
7000.000000,MOBILE_STATION_11,11,87.000000,207.000000,0.000000,
7000.000000,MOBILE_STATION_12,12,147.000000,379.000000,0.000000,
7000.000000,MOBILE_STATION_13,13,271.000000,331.000000,0.000000,
7000.000000,MOBILE_STATION_14,14,367.000000,235.000000,0.000000,
7000.000000,MOBILE_STATION_15,15,302.000000,133.000000,0.000000,
7000.000000,MOBILE_STATION_16,16,366.000000,44.000000,0.000000,
7000.000000,MOBILE_STATION_17,17,372.000000,207.000000,0.000000,
7000.000000,MOBILE_STATION_18,18,451.000000,284.000000,0.000000,
7000.000000,MOBILE_STATION_19,19,442.000000,194.000000,0.000000,
7000.000000,MOBILE_STATION_20,20,225.000000,394.000000,0.000000,
7000.000000,MOBILE_STATION_21,21,125.000000,88.000000,0.000000,
8000.000000,MOBILE_STATION_6,6,31.000000,67.000000,0.000000,
8000.000000,MOBILE_STATION_7,7,21.000000,194.000000,0.000000,
8000.000000,MOBILE_STATION_8,8,65.000000,266.000000,0.000000,
8000.000000,MOBILE_STATION_9,9,115.000000,282.000000,0.000000,
8000.000000,MOBILE_STATION_10,10,201.000000,102.000000,0.000000,
8000.000000,MOBILE_STATION_11,11,101.000000,129.000000,0.000000,
8000.000000,MOBILE_STATION_12,12,187.000000,418.000000,0.000000,
8000.000000,MOBILE_STATION_13,13,229.000000,269.000000,0.000000,
8000.000000,MOBILE_STATION_14,14,280.000000,275.000000,0.000000,
8000.000000,MOBILE_STATION_15,15,276.000000,116.000000,0.000000,
8000.000000,MOBILE_STATION_16,16,348.000000,80.000000,0.000000,
8000.000000,MOBILE_STATION_17,17,314.000000,243.000000,0.000000,
8000.000000,MOBILE_STATION_18,18,417.000000,344.000000,0.000000,
8000.000000,MOBILE_STATION_19,19,417.000000,162.000000,0.000000,
8000.000000,MOBILE_STATION_20,20,168.000000,420.000000,0.000000,
8000.000000,MOBILE_STATION_21,21,82.000000,63.000000,0.000000,
9000.000000,MOBILE_STATION_6,6,35.000000,4.000000,0.000000,
9000.000000,MOBILE_STATION_7,7,21.000000,193.000000,0.000000,
9000.000000,MOBILE_STATION_8,8,54.000000,266.000000,0.000000,
9000.000000,MOBILE_STATION_9,9,105.000000,235.000000,0.000000,
9000.000000,MOBILE_STATION_10,10,148.000000,123.000000,0.000000,
9000.000000,MOBILE_STATION_11,11,84.000000,192.000000,0.000000,
9000.000000,MOBILE_STATION_12,12,132.000000,362.000000,0.000000,
9000.000000,MOBILE_STATION_13,13,280.000000,348.000000,0.000000,
9000.000000,MOBILE_STATION_14,14,337.000000,229.000000,0.000000,
9000.000000,MOBILE_STATION_15,15,307.000000,140.000000,0.000000,
9000.000000,MOBILE_STATION_16,16,339.000000,19.000000,0.000000,
9000.000000,MOBILE_STATION_17,17,351.000000,191.000000,0.000000,
9000.000000,MOBILE_STATION_18,18,464.000000,265.000000,0.000000,
9000.000000,MOBILE_STATION_19,19,453.000000,190.000000,0.000000,
9000.000000,MOBILE_STATION_20,20,211.000000,386.000000,0.000000,
9000.000000,MOBILE_STATION_21,21,116.000000,79.000000,0.000000,
