Time(ms),Device Name,Device Id,Position X(m),Position Y(m),Position Z(m),
7000.000000,MOBILE_STATION_7,7,27.000000,214.000000,0.000000,
7000.000000,MOBILE_STATION_8,8,50.000000,272.000000,0.000000,
7000.000000,MOBILE_STATION_9,9,111.000000,255.000000,0.000000,
7000.000000,MOBILE_STATION_10,10,152.000000,153.000000,0.000000,
7000.000000,MOBILE_STATION_11,11,87.000000,207.000000,0.000000,
7000.000000,MOBILE_STATION_12,12,147.000000,379.000000,0.000000,
7000.000000,MOBILE_STATION_13,13,271.000000,331.000000,0.000000,
7000.000000,MOBILE_STATION_14,14,367.000000,235.000000,0.000000,
7000.000000,MOBILE_STATION_15,15,302.000000,133.000000,0.000000,
7000.000000,MOBILE_STATION_16,16,366.000000,44.000000,0.000000,
7000.000000,MOBILE_STATION_17,17,372.000000,207.000000,0.000000,
7000.000000,MOBILE_STATION_18,18,451.000000,284.000000,0.000000,
7000.000000,MOBILE_STATION_19,19,442.000000,194.000000,0.000000,
7000.000000,MOBILE_STATION_20,20,225.000000,394.000000,0.000000,
7000.000000,MOBILE_STATION_21,21,125.000000,88.000000,0.000000,
8000.000000,MOBILE_STATION_6,6,31.000000,67.000000,0.000000,
8000.000000,MOBILE_STATION_7,7,21.000000,194.000000,0.000000,
8000.000000,MOBILE_STATION_8,8,65.000000,266.000000,0.000000,
8000.000000,MOBILE_STATION_9,9,115.000000,282.000000,0.000000,
8000.000000,MOBILE_STATION_10,10,201.000000,101.000000,0.000000,
8000.000000,MOBILE_STATION_11,11,101.000000,129.000000,0.000000,
8000.000000,MOBILE_STATION_12,12,187.000000,418.000000,0.000000,
8000.000000,MOBILE_STATION_13,13,229.000000,269.000000,0.000000,
8000.000000,MOBILE_STATION_14,14,280.000000,275.000000,0.000000,
8000.000000,MOBILE_STATION_15,15,276.000000,116.000000,0.000000,
8000.000000,MOBILE_STATION_16,16,348.000000,80.000000,0.000000,
8000.000000,MOBILE_STATION_17,17,314.000000,243.000000,0.000000,
8000.000000,MOBILE_STATION_18,18,417.000000,344.000000,0.000000,
8000.000000,MOBILE_STATION_19,19,417.000000,162.000000,0.000000,
8000.000000,MOBILE_STATION_20,20,168.000000,420.000000,0.000000,
8000.000000,MOBILE_STATION_21,21,82.000000,63.000000,0.000000,
9000.000000,MOBILE_STATION_6,6,35.000000,4.000000,0.000000,
9000.000000,MOBILE_STATION_7,7,21.000000,193.000000,0.000000,
9000.000000,MOBILE_STATION_8,8,54.000000,266.000000,0.000000,
9000.000000,MOBILE_STATION_9,9,105.000000,235.000000,0.000000,
9000.000000,MOBILE_STATION_10,10,148.000000,122.000000,0.000000,
9000.000000,MOBILE_STATION_11,11,84.000000,192.000000,0.000000,
9000.000000,MOBILE_STATION_12,12,132.000000,362.000000,0.000000,
9000.000000,MOBILE_STATION_13,13,280.000000,348.000000,0.000000,
9000.000000,MOBILE_STATION_14,14,337.000000,229.000000,0.000000,
9000.000000,MOBILE_STATION_15,15,307.000000,140.000000,0.000000,
9000.000000,MOBILE_STATION_16,16,339.000000,19.000000,0.000000,
9000.000000,MOBILE_STATION_17,17,351.000000,191.000000,0.000000,
9000.000000,MOBILE_STATION_18,18,464.000000,265.000000,0.000000,
9000.000000,MOBILE_STATION_19,19,453.000000,190.000000,0.000000,
9000.000000,MOBILE_STATION_20,20,211.000000,386.000000,0.000000,
9000.000000,MOBILE_STATION_21,21,116.000000,79.000000,0.000000,
10000.000000,MOBILE_STATION_6,6,47.000000,36.000000,0.000000,
10000.000000,MOBILE_STATION_7,7,37.000000,173.000000,0.000000,
10000.000000,MOBILE_STATION_8,8,36.000000,284.000000,0.000000,
10000.000000,MOBILE_STATION_9,9,130.000000,284.000000,0.000000,
10000.000000,MOBILE_STATION_10,10,201.000000,70.000000,0.000000,
10000.000000,MOBILE_STATION_11,11,90.000000,113.000000,0.000000,
10000.000000,MOBILE_STATION_12,12,185.000000,410.000000,0.000000,
10000.000000,MOBILE_STATION_13,13,231.000000,255.000000,0.000000,
10000.000000,MOBILE_STATION_14,14,268.000000,269.000000,0.000000,
10000.000000,MOBILE_STATION_15,15,293.000000,99.000000,0.000000,
10000.000000,MOBILE_STATION_16,16,340.000000,91.000000,0.000000,
10000.000000,MOBILE_STATION_17,17,281.000000,251.000000,0.000000,
10000.000000,MOBILE_STATION_18,18,409.000000,336.000000,0.000000,
10000.000000,MOBILE_STATION_19,19,431.000000,170.000000,0.000000,
10000.000000,MOBILE_STATION_20,20,167.000000,403.000000,0.000000,
10000.000000,MOBILE_STATION_21,21,73.000000,38.000000,0.000000,
11000.000000,MOBILE_STATION_6,6,18.000000,14.000000,0.000000,
11000.000000,MOBILE_STATION_7,7,9.000000,186.000000,0.000000,
11000.000000,MOBILE_STATION_8,8,57.000000,280.000000,0.000000,
11000.000000,MOBILE_STATION_9,9,95.000000,216.000000,0.000000,
11000.000000,MOBILE_STATION_10,10,137.000000,121.000000,0.000000,
11000.000000,MOBILE_STATION_11,11,78.000000,194.000000,0.000000,
11000.000000,MOBILE_STATION_12,12,137.000000,345.000000,0.000000,
11000.000000,MOBILE_STATION_13,13,295.000000,343.000000,0.000000,
11000.000000,MOBILE_STATION_14,14,337.000000,220.000000,0.000000,
11000.000000,MOBILE_STATION_15,15,288.000000,130.000000,0.000000,
11000.000000,MOBILE_STATION_16,16,321.000000,21.000000,0.000000,
11000.000000,MOBILE_STATION_17,17,337.000000,175.000000,0.000000,
11000.000000,MOBILE_STATION_18,18,471.000000,264.000000,0.000000,
11000.000000,MOBILE_STATION_19,19,452.000000,186.000000,0.000000,
11000.000000,MOBILE_STATION_20,20,199.000000,371.000000,0.000000,
11000.000000,MOBILE_STATION_21,21,133.000000,55.000000,0.000000,
12000.000000,MOBILE_STATION_6,6,47.000000,36.000000,0.000000,
12000.000000,MOBILE_STATION_7,7,6.000000,160.000000,0.000000,
12000.000000,MOBILE_STATION_8,8,55.000000,268.000000,0.000000,
12000.000000,MOBILE_STATION_9,9,143.000000,274.000000,0.000000,
12000.000000,MOBILE_STATION_10,10,183.000000,63.000000,0.000000,
12000.000000,MOBILE_STATION_11,11,105.000000,99.000000,0.000000,
12000.000000,MOBILE_STATION_12,12,200.000000,394.000000,0.000000,
12000.000000,MOBILE_STATION_13,13,220.000000,235.000000,0.000000,
12000.000000,MOBILE_STATION_14,14,273.000000,249.000000,0.000000,
12000.000000,MOBILE_STATION_15,15,299.000000,71.000000,0.000000,
12000.000000,MOBILE_STATION_16,16,329.000000,99.000000,0.000000,
12000.000000,MOBILE_STATION_17,17,266.000000,243.000000,0.000000,
12000.000000,MOBILE_STATION_18,18,395.000000,316.000000,0.000000,
12000.000000,MOBILE_STATION_19,19,447.000000,165.000000,0.000000,
12000.000000,MOBILE_STATION_20,20,159.000000,410.000000,0.000000,
12000.000000,MOBILE_STATION_21,21,59.000000,27.000000,0.000000,
13000.000000,MOBILE_STATION_6,6,14.000000,16.000000,0.000000,
13000.000000,MOBILE_STATION_7,7,12.000000,199.000000,0.000000,
13000.000000,MOBILE_STATION_8,8,65.000000,263.000000,0.000000,
13000.000000,MOBILE_STATION_9,9,87.000000,215.000000,0.000000,
13000.000000,MOBILE_STATION_10,10,120.000000,97.000000,0.000000,
13000.000000,MOBILE_STATION_11,11,71.000000,211.000000,0.000000,
13000.000000,MOBILE_STATION_12,12,144.000000,336.000000,0.000000,
13000.000000,MOBILE_STATION_13,13,297.000000,328.000000,0.000000,
13000.000000,MOBILE_STATION_14,14,327.000000,232.000000,0.000000,
13000.000000,MOBILE_STATION_15,15,301.000000,77.000000,0.000000,
13000.000000,MOBILE_STATION_16,16,294.000000,11.000000,0.000000,
13000.000000,MOBILE_STATION_17,17,327.000000,191.000000,0.000000,
13000.000000,MOBILE_STATION_18,18,451.000000,240.000000,0.000000,
13000.000000,MOBILE_STATION_19,19,457.000000,158.000000,0.000000,
13000.000000,MOBILE_STATION_20,20,193.000000,356.000000,0.000000,
13000.000000,MOBILE_STATION_21,21,134.000000,65.000000,0.000000,
14000.000000,MOBILE_STATION_6,6,40.000000,32.000000,0.000000,
14000.000000,MOBILE_STATION_7,7,4.000000,172.000000,0.000000,
14000.000000,MOBILE_STATION_8,8,42.000000,253.000000,0.000000,
14000.000000,MOBILE_STATION_9,9,133.000000,254.000000,0.000000,
14000.000000,MOBILE_STATION_10,10,193.000000,60.000000,0.000000,
14000.000000,MOBILE_STATION_11,11,69.000000,96.000000,0.000000,
14000.000000,MOBILE_STATION_12,12,169.000000,403.000000,0.000000,
14000.000000,MOBILE_STATION_13,13,202.000000,232.000000,0.000000,
14000.000000,MOBILE_STATION_14,14,253.000000,242.000000,0.000000,
14000.000000,MOBILE_STATION_15,15,304.000000,89.000000,0.000000,
14000.000000,MOBILE_STATION_16,16,337.000000,97.000000,0.000000,
14000.000000,MOBILE_STATION_17,17,253.000000,261.000000,0.000000,
14000.000000,MOBILE_STATION_18,18,402.000000,313.000000,0.000000,
14000.000000,MOBILE_STATION_19,19,449.000000,135.000000,0.000000,
14000.000000,MOBILE_STATION_20,20,143.000000,382.000000,0.000000,
14000.000000,MOBILE_STATION_21,21,59.000000,4.000000,0.000000,
15000.000000,MOBILE_STATION_6,6,30.000000,22.000000,0.000000,
15000.000000,MOBILE_STATION_7,7,3.000000,192.000000,0.000000,
15000.000000,MOBILE_STATION_8,8,62.000000,261.000000,0.000000,
15000.000000,MOBILE_STATION_9,9,57.000000,176.000000,0.000000,
15000.000000,MOBILE_STATION_10,10,95.000000,97.000000,0.000000,
15000.000000,MOBILE_STATION_11,11,63.000000,213.000000,0.000000,
15000.000000,MOBILE_STATION_12,12,144.000000,325.000000,0.000000,
15000.000000,MOBILE_STATION_13,13,259.000000,328.000000,0.000000,
15000.000000,MOBILE_STATION_14,14,334.000000,220.000000,0.000000,
15000.000000,MOBILE_STATION_15,15,283.000000,66.000000,0.000000,
15000.000000,MOBILE_STATION_16,16,333.000000,79.000000,0.000000,
15000.000000,MOBILE_STATION_17,17,328.000000,168.000000,0.000000,
15000.000000,MOBILE_STATION_18,18,456.000000,223.000000,0.000000,
15000.000000,MOBILE_STATION_19,19,445.000000,161.000000,0.000000,
15000.000000,MOBILE_STATION_20,20,170.000000,343.000000,0.000000,
15000.000000,MOBILE_STATION_21,21,145.000000,61.000000,0.000000,
16000.000000,MOBILE_STATION_6,6,26.000000,10.000000,0.000000,
16000.000000,MOBILE_STATION_7,7,6.000000,166.000000,0.000000,
16000.000000,MOBILE_STATION_8,8,47.000000,238.000000,0.000000,
16000.000000,MOBILE_STATION_9,9,146.000000,218.000000,0.000000,
16000.000000,MOBILE_STATION_10,10,183.000000,27.000000,0.000000,
16000.000000,MOBILE_STATION_11,11,81.000000,80.000000,0.000000,
16000.000000,MOBILE_STATION_12,12,173.000000,402.000000,0.000000,
16000.000000,MOBILE_STATION_13,13,199.000000,222.000000,0.000000,
16000.000000,MOBILE_STATION_14,14,246.000000,224.000000,0.000000,
16000.000000,MOBILE_STATION_15,15,290.000000,85.000000,0.000000,
16000.000000,MOBILE_STATION_16,16,326.000000,103.000000,0.000000,
16000.000000,MOBILE_STATION_17,17,248.000000,268.000000,0.000000,
16000.000000,MOBILE_STATION_18,18,397.000000,298.000000,0.000000,
16000.000000,MOBILE_STATION_19,19,451.000000,129.000000,0.000000,
16000.000000,MOBILE_STATION_20,20,135.000000,376.000000,0.000000,
16000.000000,MOBILE_STATION_21,21,41.000000,8.000000,0.000000,
17000.000000,MOBILE_STATION_6,6,45.000000,9.000000,0.000000,
17000.000000,MOBILE_STATION_7,7,12.000000,171.000000,0.000000,
17000.000000,MOBILE_STATION_8,8,34.000000,272.000000,0.000000,
17000.000000,MOBILE_STATION_9,9,64.000000,172.000000,0.000000,
17000.000000,MOBILE_STATION_10,10,61.000000,105.000000,0.000000,
17000.000000,MOBILE_STATION_11,11,57.000000,228.000000,0.000000,
17000.000000,MOBILE_STATION_12,12,127.000000,321.000000,0.000000,
17000.000000,MOBILE_STATION_13,13,269.000000,323.000000,0.000000,
17000.000000,MOBILE_STATION_14,14,307.000000,220.000000,0.000000,
17000.000000,MOBILE_STATION_15,15,268.000000,51.000000,0.000000,
17000.000000,MOBILE_STATION_16,16,338.000000,50.000000,0.000000,
17000.000000,MOBILE_STATION_17,17,305.000000,141.000000,0.000000,
17000.000000,MOBILE_STATION_18,18,446.000000,223.000000,0.000000,
17000.000000,MOBILE_STATION_19,19,416.000000,130.000000,0.000000,
17000.000000,MOBILE_STATION_20,20,152.000000,338.000000,0.000000,
17000.000000,MOBILE_STATION_21,21,118.000000,62.000000,0.000000,
18000.000000,MOBILE_STATION_6,6,4.000000,11.000000,0.000000,
18000.000000,MOBILE_STATION_7,7,16.000000,175.000000,0.000000,
18000.000000,MOBILE_STATION_8,8,40.000000,241.000000,0.000000,
18000.000000,MOBILE_STATION_9,9,128.000000,211.000000,0.000000,
18000.000000,MOBILE_STATION_10,10,169.000000,43.000000,0.000000,
18000.000000,MOBILE_STATION_11,11,61.000000,82.000000,0.000000,
18000.000000,MOBILE_STATION_12,12,155.000000,395.000000,0.000000,
18000.000000,MOBILE_STATION_13,13,191.000000,196.000000,0.000000,
18000.000000,MOBILE_STATION_14,14,256.000000,234.000000,0.000000,
18000.000000,MOBILE_STATION_15,15,297.000000,79.000000,0.000000,
18000.000000,MOBILE_STATION_16,16,333.000000,96.000000,0.000000,
18000.000000,MOBILE_STATION_17,17,251.000000,275.000000,0.000000,
18000.000000,MOBILE_STATION_18,18,382.000000,289.000000,0.000000,
18000.000000,MOBILE_STATION_19,19,456.000000,131.000000,0.000000,
18000.000000,MOBILE_STATION_20,20,135.000000,342.000000,0.000000,
18000.000000,MOBILE_STATION_21,21,81.000000,64.000000,0.000000,
19000.000000,MOBILE_STATION_6,6,7.000000,0.000000,0.000000,
19000.000000,MOBILE_STATION_7,7,22.000000,149.000000,0.000000,
19000.000000,MOBILE_STATION_8,8,22.000000,250.000000,0.000000,
19000.000000,MOBILE_STATION_9,9,53.000000,156.000000,0.000000,
19000.000000,MOBILE_STATION_10,10,52.000000,72.000000,0.000000,
19000.000000,MOBILE_STATION_11,11,66.000000,204.000000,0.000000,
19000.000000,MOBILE_STATION_12,12,117.000000,312.000000,0.000000,
19000.000000,MOBILE_STATION_13,13,251.000000,320.000000,0.000000,
19000.000000,MOBILE_STATION_14,14,278.000000,206.000000,0.000000,
19000.000000,MOBILE_STATION_15,15,287.000000,54.000000,0.000000,
19000.000000,MOBILE_STATION_16,16,320.000000,52.000000,0.000000,
19000.000000,MOBILE_STATION_17,17,303.000000,148.000000,0.000000,
19000.000000,MOBILE_STATION_18,18,403.000000,217.000000,0.000000,
19000.000000,MOBILE_STATION_19,19,435.000000,115.000000,0.000000,
19000.000000,MOBILE_STATION_20,20,122.000000,316.000000,0.000000,
19000.000000,MOBILE_STATION_21,21,105.000000,38.000000,0.000000,
20000.000000,MOBILE_STATION_6,6,10.000000,7.000000,0.000000,
20000.000000,MOBILE_STATION_7,7,2.000000,183.000000,0.000000,
20000.000000,MOBILE_STATION_8,8,20.000000,242.000000,0.000000,
20000.000000,MOBILE_STATION_9,9,107.000000,223.000000,0.000000,
20000.000000,MOBILE_STATION_10,10,161.000000,38.000000,0.000000,
20000.000000,MOBILE_STATION_11,11,23.000000,45.000000,0.000000,
20000.000000,MOBILE_STATION_12,12,123.000000,384.000000,0.000000,
20000.000000,MOBILE_STATION_13,13,199.000000,193.000000,0.000000,
20000.000000,MOBILE_STATION_14,14,227.000000,216.000000,0.000000,
20000.000000,MOBILE_STATION_15,15,277.000000,82.000000,0.000000,
20000.000000,MOBILE_STATION_16,16,334.000000,72.000000,0.000000,
20000.000000,MOBILE_STATION_17,17,236.000000,270.000000,0.000000,
20000.000000,MOBILE_STATION_18,18,382.000000,283.000000,0.000000,
20000.000000,MOBILE_STATION_19,19,444.000000,126.000000,0.000000,
20000.000000,MOBILE_STATION_20,20,111.000000,326.000000,0.000000,
20000.000000,MOBILE_STATION_21,21,52.000000,78.000000,0.000000,
21000.000000,MOBILE_STATION_6,6,11.000000,13.000000,0.000000,
21000.000000,MOBILE_STATION_7,7,4.000000,159.000000,0.000000,
21000.000000,MOBILE_STATION_8,8,10.000000,233.000000,0.000000,
21000.000000,MOBILE_STATION_9,9,33.000000,136.000000,0.000000,
21000.000000,MOBILE_STATION_10,10,44.000000,72.000000,0.000000,
21000.000000,MOBILE_STATION_11,11,82.000000,204.000000,0.000000,
21000.000000,MOBILE_STATION_12,12,107.000000,298.000000,0.000000,
21000.000000,MOBILE_STATION_13,13,247.000000,292.000000,0.000000,
21000.000000,MOBILE_STATION_14,14,265.000000,209.000000,0.000000,
21000.000000,MOBILE_STATION_15,15,303.000000,61.000000,0.000000,
21000.000000,MOBILE_STATION_16,16,308.000000,67.000000,0.000000,
21000.000000,MOBILE_STATION_17,17,314.000000,161.000000,0.000000,
21000.000000,MOBILE_STATION_18,18,383.000000,209.000000,0.000000,
21000.000000,MOBILE_STATION_19,19,426.000000,120.000000,0.000000,
21000.000000,MOBILE_STATION_20,20,137.000000,307.000000,0.000000,
21000.000000,MOBILE_STATION_21,21,83.000000,38.000000,0.000000,
22000.000000,MOBILE_STATION_6,6,13.000000,10.000000,0.000000,
22000.000000,MOBILE_STATION_7,7,19.000000,146.000000,0.000000,
22000.000000,MOBILE_STATION_8,8,15.000000,218.000000,0.000000,
22000.000000,MOBILE_STATION_9,9,99.000000,197.000000,0.000000,
22000.000000,MOBILE_STATION_10,10,148.000000,29.000000,0.000000,
22000.000000,MOBILE_STATION_11,11,3.000000,55.000000,0.000000,
22000.000000,MOBILE_STATION_12,12,131.000000,376.000000,0.000000,
22000.000000,MOBILE_STATION_13,13,200.000000,181.000000,0.000000,
22000.000000,MOBILE_STATION_14,14,228.000000,213.000000,0.000000,
22000.000000,MOBILE_STATION_15,15,273.000000,86.000000,0.000000,
22000.000000,MOBILE_STATION_16,16,310.000000,62.000000,0.000000,
22000.000000,MOBILE_STATION_17,17,250.000000,244.000000,0.000000,
22000.000000,MOBILE_STATION_18,18,363.000000,288.000000,0.000000,
22000.000000,MOBILE_STATION_19,19,452.000000,104.000000,0.000000,
22000.000000,MOBILE_STATION_20,20,114.000000,316.000000,0.000000,
22000.000000,MOBILE_STATION_21,21,43.000000,93.000000,0.000000,
23000.000000,MOBILE_STATION_6,6,8.000000,22.000000,0.000000,
23000.000000,MOBILE_STATION_7,7,13.000000,156.000000,0.000000,
23000.000000,MOBILE_STATION_8,8,14.000000,186.000000,0.000000,
23000.000000,MOBILE_STATION_9,9,77.000000,178.000000,0.000000,
23000.000000,MOBILE_STATION_10,10,52.000000,63.000000,0.000000,
23000.000000,MOBILE_STATION_11,11,96.000000,217.000000,0.000000,
23000.000000,MOBILE_STATION_12,12,90.000000,309.000000,0.000000,
23000.000000,MOBILE_STATION_13,13,247.000000,309.000000,0.000000,
23000.000000,MOBILE_STATION_14,14,259.000000,207.000000,0.000000,
23000.000000,MOBILE_STATION_15,15,299.000000,56.000000,0.000000,
23000.000000,MOBILE_STATION_16,16,308.000000,48.000000,0.000000,
23000.000000,MOBILE_STATION_17,17,324.000000,173.000000,0.000000,
23000.000000,MOBILE_STATION_18,18,352.000000,213.000000,0.000000,
23000.000000,MOBILE_STATION_19,19,419.000000,123.000000,0.000000,
23000.000000,MOBILE_STATION_20,20,99.000000,315.000000,0.000000,
23000.000000,MOBILE_STATION_21,21,78.000000,52.000000,0.000000,
24000.000000,MOBILE_STATION_6,6,1.000000,9.000000,0.000000,
24000.000000,MOBILE_STATION_7,7,6.000000,117.000000,0.000000,
24000.000000,MOBILE_STATION_8,8,10.000000,179.000000,0.000000,
